ID                                   ** (proposta/lei/ano emissão alvará aprovação) **,PROPOSTA,PROCESSO Nº,PROCESSO MODIFICATIVO,COORDENADA E,COORDENADA N,SETOR,QUADRA,LOTE (CADASTRADO NO ALVARÁ DE APROVAÇÃO),LOTE ATUALIZADO / CONDOMÍNIO,COD LOG,"ENDEREÇO - TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,"ENDEREÇO 2- TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO 2 - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,PROPRIETÁRIO OU INTERESSADO,DISTRITO,SUBPREFEITURA,MACROZONA,MACROÁREA,SUBSETOR,ZONA DE USO 1 - 18.081/24,ZONA DE USO 2 - 17.975/23,ZONA DE USO 3 - 16.402/16,ZONA DE USO 4 - 16.050/14,ZONA DE USO 5 - 13.885/04,Tipologia de Uso Incidente de OODC,R,,,nR,,,,,Fp - USO R,Fp - USO nR,Fs - USO R,Fs - USO nR,USO R - ÁREA OBJETO DE OUTORGA (m²),USO NR - ÁREA OBJETO DE OUTORGA (m²),ÁREA TOTAL OBJETO DE OUTORGA (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - INCENTIVO nR  (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - FACHADA ATIVA (m²),% FACHADA ATIVA EM RELAÇÃO ÁREA NÃO COMPUTÁVEL,ÁREA COMPUTÁVEL TOTAL (m²),ÁREA CONSTRUÍDA TOTAL (m²),USO R - VALOR DA CONTRAPARTIDA (R$),USO nR - VALOR DA CONTRAPARTIDA (R$),VALOR TOTAL DA CONTRAPARTIDA (R$),REAPROVEITAMENTO DE OODC,C. A.       BÁSICO,C. A. UTILIZADO,ÁREA TERRENO (menor área),VALOR M² (Q 14),ÁREA AVERBADA PARA FRUIÇÃO PÚBLICA (m²),ÁREA DE DOAÇÃO PARA MELHORAMENTO PÚBLICO (m²),ÁREA DE DOAÇÃO DE CALÇADA (m²),"COTA PARTE MÁXIMA DE TERRENO POR UNIDADE
Art. 79 §§ 9º 10º (m²)",ÁREA DE TRANSFERÊNCIA (m²),ÁREA À DESTINAR PARA HABITAÇÃO SOCIAL (m²),INCIDÊNCIA DE COTA DE SOLIDARIEDADE,COTA DE SOLIDARIEDADE OPCIONAL OU OBRIGATÓRIA,SITUAÇÃO DO PGTO OODC,ORIGEM,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,DATA INFORMAÇÃO DMUS,DATA
,,,,Coordenada plana x ,Coordenada plana y,,,,,,ENDEREÇO 1,,,,ENDEREÇO 2,,,,,,,,,,,,,,,,SUBCATEGORIA DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALVARÁ DE APROVAÇÃO / APROVAÇÃO E EXECUÇÃO                                                         (APOSTILAMENTOS E/OU MODIFICATIVOS),,,ALVARÁ DE EXECUÇÃO                                                                                                     (APOSTILAMENTOS E/OU MODIFICATIVOS),,,CERTIFICADO DE CONCLUSÃO,,,,
2460/16050/2024,2460,1020.2023/0001686-8,,342465.10822544,7396009.7071458,056,011,0074-8,-,184730,RUA,GENERAL,SOUSA NETO ,765,-,-,-,-,EMPREENDIMENTO PANORAMA ARICANDUVA SPE LTDA,VILA MATILDE,PENHA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZEU,ZEU,-,R,R2v-2,HMP,HIS - 2,nR1-3,nR1-15,-,-,-,"0,6",-,"0,0/0,4/0,8/0,9/1,0",-,-,-,10230.68,12942.39,842.41,1152.95,8.9083237330972107E-2,12942.39,25739.279999999999,-,-,569656.25,NÃO,1,"4,9867",2566.21,1258.3699999999999,-,-,104.01,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,24745-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45561,,,,,,,45898,2025
2461/17975/2025,2461,1020.2023/0027556-1,,334986.66844667,7387941.1640763,049,278,0001-6/0002-4/0003-2/0018-0/0019-9/0023-7/0024-5,-,056189,AVENIDA,-,DO CURSINO ,"931,945,953",RUA,CARDEAL,MASELLA ,"36,40,50,64",P3 CURSINO EMPREENDIMENTO LTDA,CURSINO,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZC,ZC,-,-,R,R2v-1,E-HMP,-,-,-,-,-,-,"0,6",-,"0,4/0,8",-,-,-,2568.9499999999998,5103.21,-,-,-%,4283.0200000000004,9386.33,-,-,797432.04,NÃO,1,"2,4987",1714.07,2704.02,-,-,333.45,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,36429-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45700,,,,,,,45898,2025
2462/17975/2024,2462,1020.2023/0009287-4,,332919.20740077,7391789.4748839,038,044,0044-2/0045-0/0046-9/0047-7,-,023698,RUA,-,ARTUR SABOIA ,"147,151,161,167",-,-,-,-,MF7 ARTUR SABOIA INCORPORADORA SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,HIS - 2,nR1-12,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,4970.8100000000004,5115.0600000000004,-,-,-%,6005.44,11120.5,-,-,1589179.04,NÃO,1,"5,9994",1001,3879.69,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,28595-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45581,,,,,,,45904,2025
2463/17975/2025,2463,1020.2023/0018607-0,,327427.08083624,7394513.1035911,081,097,0009-8/0010-1/0013-6/0025-1/0035-7/0038-1/0039-1/0040-3/0041-1/0042-1/0043-8/0044-6/0045-4/0046-2/0048-9/0049-7/0050-0/0051-9/0052-7/0053-5/0172-8/0173-6/0607-1,-,085782,RUA,-,HARMONIA,"858,862,868,872,876,880,882,896,900,908",RUA,-,RODESIA,"128,134,136,138,140,150,154,158,160",EVEN SP 105 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-4,-,-,nR1-2,-,-,-,-,"0,7,1,3",-,3,-,-,-,125.45,23451.13,1328.41,1161.83,4.9542601998283232E-2,21446.75,44897.88,-,-,207047.81,NÃO,1,"4,7999",4468.1499999999996,3772.25,-,-,175.42,41.82,-,-,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,32694-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45758,,,,,,,45904,2025
2464/17975/2024,2464,1020.2023/0026175-7,,327446.58967079,7395155.818216,012,118,0025-3/0055-5/0056-3/0071-7,-,003336,RUA,PADRE,AGOSTINHO MENDICUTE,"186,200,210,210",-,-,-,-,ADDRESS VILA MADALENA EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,PERDIZES,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,-,-,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,3463.61,3208.52,838.89,136.43,4.252116240509643E-2,4193.91,7402.43,-,-,473282.3,SIM,1,"5,7427",730.3,3063.27,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,35665-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45581,,,,,,,45908,2025
2465/18081/2025,2465,1020.2024/0020347-3,,330388.59462485,7393580.527259,010,077,0018-1/0019-1/0027-0/0028-9/0117-1/0118-8/0119-6/0120-1/0121-8/0122-6/0123-4,-,024970,RUA,-,AUGUSTA,"1922,1926,1928,1932,1934,1936,1940,1944,1948,1954,1966",ALAMEDA,-,JAÚ,1584,NETCORP AUGUSTA INCORPORAÇÃO E EMPREENDIENTO IMOBILIÁRIO SPE LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,HMP,-,-,-,-,-,-,"0,7",-,"0,4/0,8/1,0/1,675",-,-,-,9303.39,10317.99,-,779.55,7.5552505865968081E-2,11245.57,21563.56,-,-,17623819.73,NÃO,1,"5,7902",1942.18,13420.27,-,-,190.8,26.52,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,45639-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45880,,,,,,,45905,2025
2466/17975/2025,2466,1020.2024/0016640-3,,332871.47686366,7389471.1842112,042,051,0023-1/0024-8/0025-6/0027-2/0028-0/0029-9,-,035025,RUA,-,CORREIA VASQUES,"48,54,64",RUA,-,BORGES LAGOA,"122,126,132,140",MF7 BORGES INCORPORADORA SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,HIS - 2,nR1-3,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,7806.31,7362.46,-,332.81,4.5203641174281425E-2,9322.5300000000007,16684.990000000002,-,-,2963205.44,NÃO,1,"6,1485",1516.22,4809.91,-,-,209.68,-,-,932.25,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,42902-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45876,,,,,,,45905,2025
2467/16050/2024,2467,1020.2023/0006962-7,,332935.49897783,7392655.3620625,033,030,0062-1/0063-8/0374-2,-,045683,RUA,-,CASTRO ALVES,"301FDS,321,327",-,-,-,-,CASTRO ALVES EMPREENDIMENTO SPE LTDA,LIBERDADE,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,ZEU,-,R,R2v-2,-,-,nR1-3,-,-,-,-,"0,7",-,"0,8/0,9",-,-,-,6273.63,8385.9699999999993,-,104.1,1.241359079510182E-2,8489.76,16875.73,-,-,2762509.6,NÃO,1,"3,9893",2128.11,2894.59,-,-,29.34,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,27064-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45569,,,,,,,45905,2025
2468/18081/2024,2468,1020.2023/0000842-3,,327991.23195036,7386378.8271784,085,029,0216-4,-,000850,AVENIDA,SANTO,AMARO,4718,-,-,-,-,HESA 224 INVESTIMENTOS IMOBILIÁRIOS LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,nR1-6,nR2-2,-,-,-,"0,7",-,"0,8",-,-,-,8161.54,7331.94,-,913.01,0.1245250233908079,10309.86,17641.8,-,-,3875903.98,NÃO,1,"4,7990",2148.3200000000002,4069.74,-,-,248.3,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,24348-23-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45581,,,,,,,45908,2025
2469/18081/2025,2469,1020.2025/0002374-4,,333236.11205663,7384208.5233702,310,075,0017-1,-,148440,RUA,-,OCARINA,35,-,-,-,-,MONTEAZUL EXPO SP EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,JABAQUARA,JABAQUARA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,ZM,ZM,-,-,-,R,R2v-1,-,-,-,-,-,-,-,"0,6",-,"1,0",-,-,-,356.64,273.22000000000003,-,-,-%,760.14,1033.3599999999999,-,-,231459.72,NÃO,1,1.8837999999999999,403.5,2037.72,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,50775-25-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45840,,,,,,,45908,2025
2470/17975/2025,2470,1020.2023/0026902-2,,332074.40884489,7392728.2847811,009,080,0055-3/0056-1,-,044105,RUA,-,CARLOS SAMPAIO,"135,143",-,-,-,-,CARLOS SAMPAIO EMPREENDIMENTO IMOBILIÁRIO LTDA,BELA VISTA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"1,0",-,-,-,3149.69,2703.97,636.74,355.02,0.13129583538278902,3981.79,6685.76,-,-,3752787.57,NÃO,1,4.78,832.1,8145,-,-,-,-,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,36036-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45896,,,,,,,45912,2025
2471/18081/2025,2471,1020.2023/0026667-8,,324809.17754525,7390671.0395628,101,445,0007-7/0008-5/0009-3/0010-7/0023-9/0025-5/0026-3/0027-1/0028-1/0030-1/0031-1,-,185043,RUA,PADRE,EUGÊNIO LOPES  I CÍCERO JOSÉ DA SILVA  ,"102,104,112,114,122,128,153  I 153",RUA,-,CARLOS LIMA MOREL,"67,85,95,115,121",EXTO TIME EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,MORUMBI,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,-,-,-,-,-,-,-,"0,7",-,"1,75",-,-,-,11440.87,15502.87,-,-,-%,14452.24,29955.11,-,-,9200620.3499999996,NÃO,1,4.7991999999999999,3011.38,3150.59,-,-,250.2,27.38,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,35931-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45852,,,,,,,45909,2025
2472/18081/2025,2472,1020.2024/0009179-9,,327745.93847956,7387650.8693825,085,148,0042-6/0045-0/0046-9/0065-5/0066-3/0067-1/0068-1/0079-5/0080-9/0086-8,-,138789,RUA,-,MICHIGAN ,"912,922,930,936,944,962 E 962 FUNDOS",RUA,-,RIBEIRO DO VALE,"339,349,353,363",CBR MAGIK LZ 25 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,HMP,-,-,-,-,-,-,"0,7",-,"0,4",-,-,-,14426.36,16115.83,-,-,-%,18026.36,34142.19,-,-,14842008.5,NÃO,1,5.0072999999999999,3600,3854.51,-,-,348.21,29.64848684210526,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,40256-24-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45743,,,,,,,45910,2025
2473/17975/2025,2473,1020.2023/0026880-8,,329929.77089903,7390975.4556795,036,088,0019-0,-,086991,RUA,-,HENRIQUE MARTINS,490,-,-,-,-,EDIFÍCIO RESIDENCIAL HENRIQUE MARTINS SPE S.A.,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-1,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,363.74,1046.77,-,-,-%,727.56,1774.33,-,-,1190709.5900000001,NÃO,1,1.9998,363.82,9351.8799999999992,-,-,-,-,-,-,NÃO,-,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,35821-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45891,,,,,,,45911,2025
2474/18081/2024,2474,1020.2023/0025651-6,,327459.91798149,7393270.5079368,081,229,0022-4/0023-2/0024-0/0025-9,-,182850,RUA,-,SIMÃO ALVARES,"707,717,729,731",-,-,-,-,WDS PRIME SIMÃO ALVARES EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZC,ZC,-,-,-,R,R2v-2,-,-,nR1-3,-,-,-,-,"0,7",-,"1,0",-,-,-,1680,4486.4399999999996,-,466.14,0.10389975125043464,2880,7366.44,-,-,2144053.7999999998,NÃO,1,2.4,1200,4375.62,-,-,-,-,-,-,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,35412-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45586,,,,,,,45911,2025
2475/18081/2025,2475,1020.2025/0001603-9,,331538.46941355,7392186.7846737,036,011,0001-0/0002-9/0003-7/0004-5/0005-3/0007-1/0024-1/0027-4/0028-2/0029-0,-,134465,RUA,-,MÁRIO AMARAL,"50,60,90,106,S/N",RUA,-,MARIA FIGUEIREDO | MANOEL DA NÓBREGA,"482,484,490 | 521",RYPE 21 - EMPREENDIMENTO IMOBILIÁRIO LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,-,-,-,-,-,-,-,"0,7",-,"1,0/1,25",-,-,-,14253.4,17680.72,-,-,-%,18004.3,35685.019999999997,-,-,27724369.449999999,NÃO,1,4.8,3750.9,10935.99,-,-,190.71,22.282574257425743,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,50179-25-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45894,,,,,,,45915,2025
2476/17975/2024,2476,1020.2023/0025675-3,,328994.4372291,7393570.2528748,013,023,0112-8/0130-6/0131-4/0395-3/0396-1/0397-1/0398-8/0399-6/0400-3/0432-1/0433-1/0434-8,-,009210,,,,,,,,,BEATRIZ ZABO EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"1,0/1,325",-,-,-,3795.07,4471.32,-,-,-%,4793.92,9265.24,-,-,4783492.47,NÃO,1,"4,7994",998.85,6680.95,-,-,-,23.05,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,35583-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45638,,,,,,,45911,2025
2477/17975/2025,2477,1020.2024/0001941-9,,329164.23612695,7391498.3842589,016,049,0161-6/0302-3,-,148040,AVENIDA,-,NOVE DE JULHO,"5049,5109",-,-,-,-,TLR5 EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"3,0",-,-,-,6936.29,11818.14,1796.72,120.39,1.0186882199737015E-2,9016.7000000000007,20834.84,-,-,24178549.670000002,NÃO,1,"4,8000",1878.48,7967.55,-,-,67.31,86.69,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,35506-23-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45863,,,,,,,45912,2025
2478/18081/2025,2478,1020.2025/0006969-8,,329656.92258228,7388490.1672057,041,137,0006-0/0007-9/0009-5/0010-9/0011-7,-,157970,AVENIDA,-,PAVÃO,"605,615",RUA,-,GAIVOTA,"1102,1112,1128",PL SPO 06 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,nR1-3,-,-,-,-,"0,7",-,"0,8/1,925",-,-,-,7564.62,9592.18,-,295.89999999999998,3.0848044969965113E-2,9555.31,19147.490000000002,-,-,13242892.83,NÃO,1,"4,8000",1990.69,6332.91,-,-,116.91,29.13,-,-,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,52658-25-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45896,,,,,,,45912,2025
2479/17975/2024,2479,1010.2023/0008298-0,,328492.99433598,7391060.9052051,016,059,0021-4/0022-2/0023-0/0040-0,-,100536,RUA,-,JERONIMO DA VEIGA ,179,-,-,-,-,PROJETO IMOBILIÁRIO 34 LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,nR1-12,nR1-2,nR1-11,-,-,"0,7",-,"0,8/1,0",-,-,-,2551.33,4967.97,809.9,392.17,7.8939687639015529E-2,4232.09,9200.06,-,-,3082560.62,NÃO,1,"3,9994",1058.17,7870.72,-,-,207.53,-,-,-,NÃO,-,QUITADO,SEI,2024/03325-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45460,,,,,,,45665,2025
2480/17975/2024,2480,1010.2023/0001393-7,,335004.66646285,7388873.7684004,046,241,0001-8/0002-6/0003-4/0004-2/0031-1/0035-2/0036-0/0040-9/0042-5/0043-3/0044-10045-1/0048-4/0053-0/0054-9/0059-1,-,057738,RUA,SANTA,CRUZ,2277,-,-,-,-,DIALOGO ENGENHARIA E CONSTRUÇÃO S.A,CURSINO,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZEU,ZEU,-,-,R,R2v-4,HMP,HIS - 2,nR1-3,-,-,-,-,"0,6",-,"0,4/0,8/1,075",-,-,-,29873.32,31087.95,-,1378.49,4.4341617893749831E-2,38185.879999999997,69273.490000000005,-,-,9028706.9100000001,NÃO,1,"5,6405",6770.02,3294.93,-,-,514.17999999999995,20.75,-,3818.59,SIM,OBRIGATÓRIO,QUITADO,SEI,2024/07688-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45644,,,,,,,45789,2025
2481/17975/2025,2481,1020.2023/0024680-4,,327332.63470001,7392950.7739794,015,044,0211-1,-,055964,RUA,-,CUNHA GAGO,444,-,-,-,-,PLANIK 34 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,nR1-12,nR1-6,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,6215.28,6996.44,1419.54,335.59,4.7965822618360195E-2,7988.68,14985.12,-,-,5435758.2400000002,NÃO,1,"4,9929",1600,7618.53,-,-,57.8,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,35210-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45705,,,,,,,45917,2025
2482/18081/2024,2482,1010.2024/0004409-5,,334001.57534331,7390067.5298669,039,164,0053-3,-,239925,RUA,-,IBARAGUI ,166,-,-,-,-,TGSP 56 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-3,-,-,-,-,-,-,-,"0,7",-,"3,0",-,-,-,13636.62,13124.32,-,-,-%,17226.62,30350.94,-,-,27220535.670000002,NÃO,1,"4,7985",3590,4561.17,-,-,535.04,44.86,-,-,SIM,OPCIONAL,QUITADO,SEI,2024/07095-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45622,,,,,,,45924,2025
2483/18081/2025,2483,1020.2024/0022716-0,,327662.97828358,7393262.93173,015,007,0001-0/0002-9/0003-7/0004-5/0005-3/0051-7/0052-5/0053-3/0054-1/0055-1/0056-8/0057-6/0059-4,-,021490,RUA,-,MOURATO COELHO,"604,610,618,620,628",RUA,CARDEAL,ARCOVERDE,"1761,1763,1769,1771,1779,1781,1787,1789",SEQ20 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,HMP,HIS - 2,-,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,7450.81,7450.68,-,-,-%,8750.81,16201.49,-,-,3922858.79,NÃO,1,"6,7314",1300,7986.35,-,-,-,-,-,2096.17,SIM,OPCIONAL,DEVIDA (À PAGAR NA EXECUÇÃO),APROVA DIGITAL,46521-24-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45894,,,,,,,45959,2025
2484/18081/2024,2484,1020.2024/0009042-3,,333293.90215264,7390522.1234769,039,076,0009-6/0010-1/0011-8/0012-6/0013-4/0069-1/0072-1/0073-8/0074-6/0257-9,-,195839,RUA,DOUTOR,NETO DE ARAUJO,156,-,-,-,-,MAC 81 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"0,8/1,0",-,-,-,5245.56,4959.58,-,-,-%,6625.97,11585.55,-,-,3266994.74,NÃO,1,"4,8000",1380.41,5041.3500000000004,-,-,-,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,40330-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45587,,,,,,,45918,2025
