sql_mestre,area_terreno,area_construida,valor_m2_terreno,valor_m2_construcao,ano_construcao,fator_obsolescencia_oficial,tipo_terreno,esquinas_frentes,fracao_ideal,codlog,uso,padrao,endereco
0010520006,4695,3356,9179.00,1647.00,1944,0.20,De esquina,1,1.0000,04146-7,Armazéns gerais e depósitos,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R DA CANTAREIRA, 377"
0010520009,294,1572,9493.00,3345.00,1954,0.20,Normal,0,1.0000,04342-7,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R  CARLOS DE SOUSA NAZARE, 434"
0010520019,297,830,9179.00,3345.00,1954,0.20,Normal,0,1.0000,04146-7,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"R DA CANTAREIRA, 351"
0010520022,544,2052,9179.00,3345.00,1976,0.39,Normal,0,1.0000,04146-7,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R DA CANTAREIRA, 323"
0010520024,247,790,9179.00,3693.00,1954,0.20,Normal,0,1.0000,04146-7,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"R DA CANTAREIRA, 301"
0010520025,238,666,9179.00,3610.00,1950,0.20,Normal,0,1.0000,04146-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DA CANTAREIRA, 295"
0010520026,238,676,9179.00,3345.00,1954,0.20,Normal,0,1.0000,04146-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R DA CANTAREIRA, 287"
0010530006,480,1900,16141.00,3693.00,1963,0.20,Normal,0,1.0000,06285-5,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"R STA IFIGENIA, 1"
0010530009,542,2218,16141.00,3798.00,1954,0.20,Normal,0,1.0000,06285-5,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão D,"R STA IFIGENIA, 25"
0010530012,613,1363,16141.00,2856.00,1978,0.42,Normal,0,1.0000,06285-5,Loja,Comercial horizontal - padrão B,"R STA IFIGENIA, 51"
0010530017,229,900,16141.00,3610.00,1954,0.20,Normal,0,1.0000,06285-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R STA IFIGENIA, 99"
0010530018,284,2383,14794.00,3610.00,1979,0.44,De esquina,1,1.0000,09276-2,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão C,"AV  IPIRANGA, 1152"
0010530020,688,688,14794.00,1804.00,2014,0.90,Normal,0,1.0000,09276-2,"Outras edificações de uso especial, com utilização múltipla",Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão B,"AV  IPIRANGA, "
0010530030,550,1652,6986.00,3345.00,1940,0.20,Normal,0,1.0000,17115-8,"Hotel, pensão ou hospedaria",Comercial vertical - padrão B,"AV  RIO BRANCO, 52"
0010530033,522,850,16141.00,2856.00,1964,0.20,Normal,0,1.0000,06285-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R STA IFIGENIA, 13"
0010530048,380,5000,14794.00,3610.00,1964,0.20,Normal,0,1.0000,09276-2,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"AV  IPIRANGA, 1092"
0010530049,383,2243,14794.00,3345.00,1987,0.57,Normal,0,1.0000,09276-2,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"AV  IPIRANGA, 1084"
0010530228,1247,643,6986.00,1804.00,1970,0.28,Normal,0,1.0000,17115-8,Templo,Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão B,"AV  RIO BRANCO, 34"
0010530229,772,1759,16141.00,3345.00,1963,0.20,Normal,0,1.0000,06285-5,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"R STA IFIGENIA, 39"
0010530278,1109,9622,16141.00,3345.00,1982,0.49,Normal,0,1.0000,06285-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R STA IFIGENIA, 73"
0010530363,1242,3731,6986.00,4019.00,1983,0.51,Normal,0,1.0000,17115-8,Loja,Comercial vertical - padrão D,"AV  RIO BRANCO, 112"
0010550004,666,3690,10691.00,3345.00,1946,0.20,Normal,0,1.0000,10101-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"AV S JOAO, 578"
0010550006,464,2969,10691.00,3345.00,1975,0.37,Normal,0,1.0000,10101-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"AV S JOAO, 526"
0010550007,320,1100,10691.00,3345.00,1939,0.20,Normal,0,1.0000,10101-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"AV S JOAO, 514"
0010560001,474,758,6143.00,2239.00,1963,0.20,De esquina,1,1.0000,15323-0,Templo,Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão C,"LG DO PAICANDU, 1"
0010570009,450,900,8792.00,3610.00,1920,0.20,Normal,0,1.0000,17986-8,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão C,"R DO SEMINARIO, 139"
0010570018,282,630,8792.00,3345.00,1970,0.28,Normal,0,1.0000,17986-8,"Hotel, pensão ou hospedaria",Comercial vertical - padrão B,"R DO SEMINARIO, 209"
0010570024,218,1231,8792.00,3345.00,1960,0.20,De esquina,1,1.0000,17986-8,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R DO SEMINARIO, 131"
0010570239,816,890,8986.00,3610.00,1949,0.20,Normal,0,0.0865,01667-5,Loja em edifício em condomínio (unidade autônoma),Comercial vertical - padrão C,"R  ANTONIO DE GODOI, 96"
0010580001,4700,18846,8318.00,3610.00,1952,0.20,De esquina,2,1.0000,10101-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"AV S JOAO, 250"
0010580008,485,2619,8785.00,3345.00,1951,0.20,De esquina,1,1.0000,17633-8,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R CAP SALOMAO, 27"
0010580033,202,910,8785.00,3693.00,1959,0.20,Normal,0,1.0000,17633-8,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"R CAP SALOMAO, 77"
0010580047,501,2146,8318.00,3345.00,1950,0.20,De esquina,1,1.0000,10101-0,"Outras edificações de uso especial, com utilização múltipla",Comercial vertical - padrão B,"AV S JOAO, 340"
0010580093,628,2343,8318.00,3345.00,1908,0.20,Normal,0,0.5000,10101-0,"Hotel, pensão ou hospedaria",Comercial vertical - padrão B,"AV S JOAO, 288"
0010610008,352,2739,10755.00,3345.00,1956,0.20,De esquina,1,1.0000,11824-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  LIBERO BADARO, 561"
0010610009,72,420,11295.00,3345.00,1944,0.20,Normal,0,1.0000,10101-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"AV S JOAO, 102"
0010610010,667,3471,11295.00,3345.00,1944,0.20,Normal,0,1.0000,10101-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"AV S JOAO, 108"
0010610011,34,245,11295.00,3345.00,1934,0.20,Normal,0,1.0000,10101-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"AV S JOAO, 114"
0010610012,711,3893,11295.00,3610.00,1944,0.20,De esquina,1,1.0000,10101-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"AV S JOAO, 126"
0010620009,1424,32379,11408.00,4019.00,1976,0.39,De esquina,2,1.0000,03210-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R S BENTO, 465"
0010620011,132,503,10719.00,3345.00,1970,0.28,Normal,0,1.0000,11824-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R  LIBERO BADARO, 624"
0010630005,491,3482,10781.00,3610.00,1970,0.28,De esquina,1,1.0000,03403-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  BOA VISTA, 293"
0010630030,761,9386,10781.00,4019.00,2022,0.97,Normal,0,1.0000,10184-2,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  JOAO BRICOLA, 59"
0010630052,1669,16301,10781.00,4019.00,2003,0.79,De esquina,1,1.0000,01838-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"PC  ANTONIO PRADO, 48"
0010640003,186,360,10250.00,2856.00,1970,0.28,Normal,0,1.0000,03209-3,Loja,Comercial horizontal - padrão B,"LG DE SAO BENTO, 56"
0010640012,204,490,13876.00,3052.00,1958,0.20,Normal,0,1.0000,07204-4,Loja,Comercial horizontal - padrão C,"R  FLORENCIO DE ABREU, 78"
0010640402,1350,3819,10250.00,2856.00,1970,0.28,De esquina,1,1.0000,03209-3,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"LG DE SAO BENTO, 10"
0010640403,729,1737,13876.00,3052.00,1981,0.48,Normal,0,1.0000,07204-4,Loja,Comercial horizontal - padrão C,"R  FLORENCIO DE ABREU, 60"
0010650001,189,400,23744.00,3345.00,1946,0.20,De esquina,2,1.0000,19745-9,Loja,Comercial vertical - padrão B,"R  VINTE E CINCO DE MARCO, 816"
0010650002,198,390,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 820"
0010650003,198,396,23744.00,2856.00,1970,0.28,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 830"
0010650004,198,396,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 836"
0010650005,198,396,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 846"
0010650006,205,445,23744.00,2856.00,1947,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 850"
0010650007,205,396,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 858"
0010650008,198,396,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 864"
0010650009,198,396,23744.00,2856.00,1944,0.20,De duas ou mais frentes,2,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 872"
0010650010,260,520,23744.00,2856.00,1944,0.20,De esquina,2,1.0000,19745-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 878"
0010670021,240,399,17318.00,2856.00,1959,0.20,Normal,0,1.0000,21370-5,Loja,Comercial horizontal - padrão B,"R COMEN ABDO SCHAHIN, 224"
0010670022,189,379,17318.00,2856.00,1919,0.20,Normal,0,1.0000,21370-5,Loja,Comercial horizontal - padrão B,"R COMEN ABDO SCHAHIN, 230"
0010670023,240,720,17318.00,2856.00,1988,0.59,Normal,0,1.0000,21370-5,Loja,Comercial horizontal - padrão B,"R COMEN ABDO SCHAHIN, 238"
0010670027,254,533,16982.00,2856.00,1967,0.22,Normal,0,1.0000,00275-5,Loja,Comercial horizontal - padrão B,"R COMEN AFONSO KHERLAKIAN, 92"
0010670028,194,379,16982.00,2856.00,1959,0.20,Normal,0,1.0000,00275-5,Loja,Comercial horizontal - padrão B,"R COMEN AFONSO KHERLAKIAN, 100"
0010670029,194,330,16982.00,2856.00,1970,0.28,Normal,0,1.0000,00275-5,Loja,Comercial horizontal - padrão B,"R COMEN AFONSO KHERLAKIAN, 108"
0010670030,135,216,16982.00,2856.00,1970,0.28,De esquina,1,1.0000,00275-5,Loja,Comercial horizontal - padrão B,"R COMEN AFONSO KHERLAKIAN, 118"
0010670043,279,502,17497.00,3052.00,1959,0.20,Normal,0,1.0000,06136-0,Loja,Comercial horizontal - padrão C,"R BR DE DUPRAT, 129"
0010670045,360,657,17497.00,2856.00,1940,0.20,Normal,0,1.0000,06136-0,Loja,Comercial horizontal - padrão B,"R BR DE DUPRAT, 115"
0010670046,360,657,17497.00,2856.00,1931,0.20,Normal,0,1.0000,06136-0,Loja,Comercial horizontal - padrão B,"R BR DE DUPRAT, 105"
0010670243,510,1116,17497.00,3610.00,1968,0.24,Normal,0,1.0000,06136-0,Loja,Comercial vertical - padrão C,"R BR DE DUPRAT, 133"
0010670245,547,1122,17318.00,3052.00,1979,0.44,De esquina,1,1.0000,21370-5,Loja,Comercial horizontal - padrão C,"R COMEN ABDO SCHAHIN, 244"
0010670246,547,1214,17318.00,3052.00,1974,0.35,Normal,0,1.0000,21370-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão C,"R COMEN ABDO SCHAHIN, 116"
0010690005,156,375,17318.00,3345.00,1954,0.20,De duas ou mais frentes,2,1.0000,06136-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R BR DE DUPRAT, 146"
0010720093,408,1425,11230.00,3345.00,1940,0.20,Normal,0,1.0000,03210-7,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R S BENTO, 351"
0010720098,558,4615,10781.00,3610.00,1980,0.46,De esquina,1,1.0000,13901-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R DR MIGUEL COUTO, 58"
0010720099,310,960,10595.00,3345.00,1933,0.20,Normal,0,1.0000,11824-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  LIBERO BADARO, 446"
0010720139,2002,94,11059.00,3345.00,1970,0.28,De esquina,2,0.0049,10101-0,Loja em edifício em condomínio (unidade autônoma),Comercial vertical - padrão B,"AV S JOAO, 61"
0010730002,975,9434,10781.00,3610.00,1938,0.20,De duas ou mais frentes,2,1.0000,01838-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"PC  ANTONIO PRADO, 9"
0010730005,340,1783,9745.00,3610.00,1970,0.28,De esquina,1,1.0000,05200-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R DO COMERCIO, 14"
0010730006,139,225,9745.00,3345.00,1972,0.32,Normal,0,1.0000,05200-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R DO COMERCIO, 40"
0010740002,1369,25106,10781.00,4019.00,1964,0.20,De duas ou mais frentes,3,1.0000,10184-2,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  JOAO BRICOLA, 24"
0010740019,191,1405,10781.00,3610.00,1946,0.20,De esquina,1,1.0000,19135-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  TRES DE DEZEMBRO, 9"
0010740020,157,1002,10781.00,3610.00,1949,0.20,Normal,0,1.0000,19135-3,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  TRES DE DEZEMBRO, 23"
0010740021,218,1370,10781.00,3610.00,1964,0.20,Normal,0,1.0000,19135-3,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R  TRES DE DEZEMBRO, 37"
0010740025,2847,24429,10781.00,4019.00,1983,0.51,De duas ou mais frentes,2,1.0000,16749-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão D,"R  QUINZE DE NOVEMBRO, 318"
0010750010,1391,8046,10757.00,3610.00,1969,0.26,Normal,0,1.0000,03403-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  BOA VISTA, 236"
0010750021,465,2734,22953.00,3610.00,1935,0.20,De esquina,1,1.0000,16523-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"LD  PORTO GERAL, 106"
0010750022,500,4231,24491.00,3610.00,1987,0.57,Normal,0,1.0000,19745-9,Loja,Comercial vertical - padrão C,"R  VINTE E CINCO DE MARCO, 607"
0010750023,500,1505,24491.00,3052.00,1975,0.37,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 587"
0010750028,170,340,24491.00,3052.00,1970,0.28,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 553"
0010750029,202,403,24491.00,3052.00,1984,0.52,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 547"
0010750051,66,120,22741.00,2856.00,1970,0.28,Normal,0,1.0000,04469-5,Loja,Comercial horizontal - padrão B,"R GAL CARNEIRO, 291"
0010750135,191,440,24491.00,2856.00,1972,0.32,De esquina,1,1.0000,19745-9,Loja,Comercial horizontal - padrão B,"R  VINTE E CINCO DE MARCO, 447"
0010750136,48,96,22741.00,3052.00,1970,0.28,Normal,0,1.0000,04469-5,Loja,Comercial horizontal - padrão C,"R GAL CARNEIRO, 295"
0010750505,300,600,22741.00,3052.00,1970,0.28,Normal,0,1.0000,04469-5,Loja,Comercial horizontal - padrão C,"R GAL CARNEIRO, 273"
0010750523,478,719,24491.00,3052.00,1946,0.20,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 529"
0010750524,404,720,24491.00,3052.00,1959,0.20,Normal,0,1.0000,19745-9,Loja,Comercial horizontal - padrão C,"R  VINTE E CINCO DE MARCO, 537"
0010750656,1627,16025,10757.00,3610.00,1954,0.20,Normal,0,1.0000,03403-7,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R  BOA VISTA, 228"
0010770003,300,1260,17248.00,3345.00,1944,0.20,De esquina,1,1.0000,10667-4,Loja,Comercial vertical - padrão B,"R  JORGE AZEM, 18"
0010770009,360,839,17269.00,3345.00,1964,0.20,Normal,0,1.0000,02950-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R CAVLH BASILIO JAFET, 144"
0010800002,486,1559,11370.00,3610.00,1962,0.20,Normal,0,1.0000,03210-7,Loja,Comercial vertical - padrão C,"R S BENTO, 293"
0010800009,350,1050,11370.00,3610.00,1958,0.20,Normal,0,1.0000,03210-7,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão C,"R S BENTO, 201"
