sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0401990205","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSITENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA","INSTITUTO CRISTOVAO COLOMBO / SEMINARIO JOAO XXIII","UMBURETAMA 32, R.","R UMBURETAMA, 00032","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0401990206","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSITENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA","INSTITUTO CRISTOVAO COLOMBO / SEMINARIO JOAO XXIII","MOREIRA E COSTA 16, R.","R MOREIRA E COSTA, 00016","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0401990207","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSITENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA","INSTITUTO CRISTOVAO COLOMBO / SEMINARIO JOAO XXIII","HUET BACELAR 563, R.","R HUET BACELAR, 00563","Subprefeitura do Ipiranga","Número do IPTU CANCELADO nos bancos de dados da PMSP.Informações corretas: Consulte o(s) IPTU(s) originário(s) do Desdobro ou Englobamento do IPTU pesquisado.",""
"0401990209","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSITENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA","INSTITUTO CRISTOVAO COLOMBO / SEMINARIO JOAO XXIII","MARIO VICENTE 1010, R. DOUTOR","R DR MARIO VICENTE, 01010","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0401990210","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSITENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA","INSTITUTO CRISTOVAO COLOMBO / SEMINARIO JOAO XXIII","MARIO VICENTE 1064, R. DOUTOR","R DR MARIO VICENTE, 01064","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400560001","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 05/05 - TOMB., PELO CONPRESP, IMOVEIS NA R. BOM PASTOR E COSTA AGUIAR; RES. 11/07 - REGULAMENTACAO DA A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91); RES. 15/91 - APT IMOVEIS NA R. BOM PASTOR E COSTA AGUIAR; A.E. RES. SC S/N/75","","BOM PASTOR 825, R. C/ PATRIOTAS S/N, R. DOS","R BOM PASTOR, 00825","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400510004","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 05/05 - TOMB. RESIDENCIAS NA RUA BOM PASTOR E COSTA AGUIAR; RES. 11/07 - REGULAMENTACAO DA A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91); RES. 15/91 - APT RESIDENCIAS NA RUA BOM PASTOR E COSTA AGUIAR; A.E. RES. SC S/N/75","","COSTA AGUIAR 1013, R.","R COSTA AGUIAR, 01013","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400500007","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 05/05 - TOMB., PELO CONPRESP, IMOVEIS NA RUA BOM PASTOR E COSTA AGUIAR; RES. 15/91 - APT DAS RESIDENCIAS NA RUA BOM PASTOR E COSTA AGUIAR; RES. 11/07 - REGULAMENTACAO DA A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91); A.E. RES. SC S/N/75","","BOM PASTOR 801, R. C/ PATRIOTAS S/N, R. DOS","R BOM PASTOR, 00801","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400960031","TOMBADO","RES. 06/07 - TOMB. CONJUNTO 12 INSTITUICOES REMANESCENTES DOS ANTIGOS INSTITUTOS ASSISTENCIAIS E DE ENSINO; RES. 03/92 - APT INSTITUICOES ASSISTENCIAIS DO IPIRANGA; A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91); A.E. RES. SC S/N/75; A.E. IPHAN","COLEGIO SAO FRANCISCO XAVIER","MOREIRA E COSTA 531, 555, R. C/ MARCHETTI 516, R. PADRE C/ VICENTE DA COSTA S/N, R.","R MOREIRA E COSTA, 00531","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400740039","TOMBADO","RES. 14/18 - TOMB. IMOVEIS NO IGEPAC IPIRANGA (QUADRO I - ITEM 4); RES. 11/07 - R.A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91) C/ RESTRICAO DE GABARITO; A.E. RES. SC S/N/75; A.E. DO CONJUNTO DO IPIRANGA (TOMBADO PELO IPHAN ATRAVES DO PROC. 1348-T-95)","SEMINARIO NOSSA SENHORA DO SION","XAVIER CURADO 42, RUA","R XAVIER CURADO, 00042","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0350640005","TOMBADO","RES. 14/18 - TOMB. IMOVEIS NO IGEPAC IPIRANGA (QUADRO I - ITEM 2); RES. 01/16 - APT DE IMOVEIS NO BAIRRO DO IPIRANGA; RES. 11/07 - R.A.E. DO PARQUE DA INDEPENDENCIA (TEO RES. 05/91) C/ RESTRICAO DE GABARITO","","JORGE MOREIRA 62, .A","R JORGE MOREIRA, 00062","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0500080025","TOMBADO","RES. 14/18 - TOMB. IMOVEIS NO IGEPAC IPIRANGA (QUADRO I - ITEM 10); RES. 01/16 - APT DE IMOVEIS NO BAIRRO DO IPIRANGA","IGREJA DE NOSSA SENHORA APARECIDA","LABATUT 781, RUA","R LABATUT, 00781","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0400880053","TOMBADO","RES. 14/18 - TOMB. IMOVEIS NO IGEPAC IPIRANGA (QUADRO I - ITEM 7); RES. 01/16 - APT DE IMOVEIS NO BAIRRO DO IPIRANGA; A.E. DO PARQUE DA INDEPENDENCIA (A.E. RES. SC S/N/75 - SO CONDEPHAAT)","CRECHE CATARINA LABOURE","CIPRIANO BARATA 1962, 1964, 1986, 2028, RUA","R CIPRIANO BARATA, 01962","Subprefeitura do Ipiranga","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0100900001","TOMBADO","RES. 50/18 - TEO DO COLEGIO DANTE ALIGHIERI; RES. 23/16 - APT DOS IMOVEIS INDICADOS PELA POPULACAO COMO ZEPEC; RES. SC 62/17 - TOMB., PELO CONDEPHAAT, DO COLEGIO DANTE ALIGHIERI; RES. 21/92 - R.A.E. DO PARQUE TRIANON (TEO RES. 05/91)","COLÉGIO DANTE ALIGHIERI / EDIF. LEONARDO DA VINCI E COLMEIA","JAU 1061, ALAMEDA C/ PEIXOTO GOMIDE S/N, RUA C/ ITU S/N, ALAMEDA C/ CASA BRANCA S/N, ALAMEDA","AL JAU, 01061","Subprefeitura de Pinheiros","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0130740001","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 17);; RES. 07/04 - DETALHAMENTO E COMPLEMENTACAO, PELO CONPRESP, DO TEO DA AREA DOS BAIRROS JARDINS (PUBLICACAO NO DOC DE 22/05/2004, P. 24 A 25); RES. 05/91 - TEO AMBIENTAL, PELO CONPRESP, DA AREA DOS BAIRROS JARDINS; RES. SCEC 37/2021 - DETALHAMENTO E COMPLEMENTACAO DO TOMBAMENTO , PELO CONDEPHAAT, DA AREA DOS BAIRROS JARDINS AMERICA, EUROPA, PAULISTA E PAULISTANO ESTABELECIDO PELA RES. SC 02/86 E PELA RES. SC 02/88 (PUBLICACAO NO DOE DE 17/09/2021, P. 101); RES. SC 02/86 - TOMBAMENTO AMBIENTAL, PELO CONDEPHAAT, DA AREA DOS BAIRROS JARDINS; RES. SC 02/88 - COMPLEMENTACAO DO TOMBAMENTO AMBIENTAL, PELO CONDEPHAAT, DA AREA DOS BAIRROS JARDINS","IGREJA NOSSA SENHORA DO BRASIL / JARDINS: PAULISTA, PAULISTANO, AMERICA E EUROPA","COLOMBIA S/N, RUA C/ BRASIL 1, PRACA NOSSA SENHORA DO C/ BRASIL S/N, AVENIDA","AV BRASIL, 99999","Subprefeitura de Pinheiros","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0140230001","TOMBADO","RES. 43/18 - TOMBAMENTO DO EDIFICIO DO GINASIO DE ESPORTES E DA SEDE SOCIAL DO CLUBE ATHLETICO; RES. 07/04 - DETALHAMENTO E COMPLEMENTACAO, PELO CONPRESP, DO TEO DA AREA DOS BAIRROS JARDINS; RES. 05/91 - TEO AMBIENTAL, PELO CONPRESP, DA AREA DOS BAIRROS JARDINS; RES. SC 02/86 - TOMBAMENTO AMBIENTAL, PELO CONDEPHAAT, DA AREA DOS BAIRROS JARDINS; RES. SC 02/88 - COMPLEMENTACAO DO TOMBAMENTO AMBIENTAL, PELO CONDEPHAAT, DA AREA DOS BAIRROS JARDINS","GINASIO DE ESPORTES DO CLUBE ATLETICO PAULISTANO / SEDE SOCIAL DO CLUBE ATLETICO PAULISTANO / JARDINS: PAULISTA, PAULISTANO, AMERICA E EUROPA","HONDURAS 1300, 1400, R. C/ ARGENTINA S/N, R. C/ ESTADOS UNIDOS S/N, R. C/ COLOMBIA 44, R.","R HONDURAS, 01300","Subprefeitura de Pinheiros","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0674730002","TOMBADO","RES. 06/16 - TOMBAMENTO, PELO CONPRESP, DOS IMOVEIS PROPOSTOS COMO ZEPEC PELA LEI 13.885 (ARTIGO 1º - ITEM 26); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","HOSPITAL SAO LUIS GONZAGA / IRMANDADE DA SANTA CASA DE MISER","MIGUEL OUCHANA 94, 194, RUA C/ ANTONIO CESAR NETO S/N, AVENIDA","R MICHEL OUCHANA, 00094","Subprefeitura do Jaçanã - Tremembé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0674560032","TOMBADO","RES. 10/16 - TOMBAMENTO DO CONJUNTO ARQUITETONICO DO HOSPITAL GERIATRICO E DE CONVALESCENTES DOM PEDRO II (ASILO DO JACANA); RES. 13/01 - APT DO ASILO DO JACANA (PROJETO DO ESCRITORIO RAMOS DE AZEVEDO)","ASILO DO JACANA / IRMANDADE DA SANTA CASA MISERICORDIA SP","LUIS STAMATIS 103, R.","AV LUIS STAMATIS, 00103","Subprefeitura do Jaçanã - Tremembé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0230740001","TOMBADO","RES. 05/09 - TOMB. DOS IMOVEIS PROPOSTOS COMO ZEPEC NA SUBPREFEITURA DA LAPA; RES. 26/04 - APT DOS IMOVEIS PROPOSTOS COMO ZEPEC","FABRICA COMPANHIA MELHORAMENTOS","TITO 479, RUA","R VESPASIANO, 00650","Subprefeitura da Lapa","Número do IPTU CANCELADO nos bancos de dados da PMSP.Informações corretas: Consulte o(s) IPTU(s) originário(s) do Desdobro ou Englobamento do IPTU pesquisado.",""
"0050870017","TOMBADO","RES. 36/18 - TOMBAMENTO DO EIXO LIBERDADE-VERGUEIRO (ARTIGO 2º - ITEM 5); RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","","LIBERDADE 688, 692, 698, 702, AVENIDA DA","AV DA LIBERDADE, 00688","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0330390036","TOMBADO","RES. 25/18 - TOMBAMENTO DO CAMINHO HISTORICO GLORIA-LAVAPES E R.A.E. DA CAPELA DOS AFLITOS (ANEXO I - ITEM ?); RES. 20/16 - APT DO PATRIMONIO DO BAIRRO DA LIBERDADE (IGEPAC LIBERDADE - ANEXO I - ITEM 35)","","LAVAPES 316, 322, 332, 334, 336, 342, 344, 346, 354, 356, 358, RUA DO","R DO LAVAPES, 00336","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0330390038","TOMBADO","RES. 25/18 - TOMBAMENTO DO CAMINHO HISTORICO GLORIA-LAVAPES E R.A.E. DA CAPELA DOS AFLITOS (ANEXO I - ITEM ?); RES. 20/16 - APT DO PATRIMONIO DO BAIRRO DA LIBERDADE (IGEPAC LIBERDADE - ANEXO I - ITEM 35)","","LAVAPES 316, 322, 332, 334, 336, 342, 344, 346, 354, 356, 358, RUA DO","R DO LAVAPES, 00350","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0330400033","NAO TOMBADO/NAO CONSTA","","","","","","",""
"0330210417","TOMBADO","RES. 22/18 - TOMBAMENTO DO CONJUNTO SAO JOAQUIM-PIRAPITINGUI E R.A.E. DAS CASAS DE RAMOS DE AZEVEDO (ART. 2º - ITEM 14); RES. 06/12 - APT DE IMOVEIS NO BAIRRO DA LIBERDADE (LISTADO COMO IMOVEL DE INTERESSE)","","JOAQUIM 381, RUA SAO C/ GALVAO BUENO S/N, RUA","R S JOAQUIM, 00381","Subprefeitura da Sé","Número do IPTU CANCELADO nos bancos de dados da PMSP.Informações corretas: Consulte o(s) IPTU(s) originário(s) do Desdobro ou Englobamento do IPTU pesquisado.",""
"0412730016","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 91, RUA","R NORMANDIA, 00091","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720031","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 38, RUA","R NORMANDIA, 00038","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720034","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 22, RUA","R NORMANDIA, 00022","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412730018","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 97, RUA","R NORMANDIA, 00097","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720035","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 18, RUA","R NORMANDIA, 00018","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412730026","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 17, RUA","R NORMANDIA, 00017","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720022","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 90, RUA","R NORMANDIA, 00090","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720023","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 86, RUA","R NORMANDIA, 00086","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720036","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 12, RUA","R NORMANDIA, 00012","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720026","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 66, RUA","R NORMANDIA, 00066","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720027","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 60, RUA","R NORMANDIA, 00060","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720024","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 76, RUA","R NORMANDIA, 00076","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720001","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1409, RUA","R GAIVOTA, 01409","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720002","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1415, RUA","R GAIVOTA, 01415","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720003","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1419, RUA","R GAIVOTA, 01419","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720004","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1423, RUA","R GAIVOTA, 01423","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720005","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1429, RUA","R GAIVOTA, 01429","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720006","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1433, RUA","R GAIVOTA, 01433","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720007","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1441, RUA","R GAIVOTA, 01441","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720008","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1447, RUA","R GAIVOTA, 01447","Subprefeitura da Vila Mariana","Número do IPTU CANCELADO nos bancos de dados da PMSP.Informações corretas: Consulte o(s) IPTU(s) originário(s) do Desdobro ou Englobamento do IPTU pesquisado.",""
"0412720009","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1451, RUA","R GAIVOTA, 01451","Subprefeitura da Vila Mariana","Número do IPTU CANCELADO nos bancos de dados da PMSP.Informações corretas: Consulte o(s) IPTU(s) originário(s) do Desdobro ou Englobamento do IPTU pesquisado.",""
"0412720010","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1457, RUA","R GAIVOTA, 01457","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720011","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1461, RUA","R GAIVOTA, 01461","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720012","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1467, RUA","R GAIVOTA, 01467","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720013","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1471, RUA","R GAIVOTA, 01471","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720014","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1481, RUA","R GAIVOTA, 01481","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720015","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1487, RUA","R GAIVOTA, 01487","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720016","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1493, RUA","R GAIVOTA, 01493","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720017","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1497, RUA","R GAIVOTA, 01497","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412720018","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","GAIVOTA 1501, RUA","R GAIVOTA, 01501","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0412730019","TOMBADO","RES. 30/14 - TOMBAMENTO DO CONJUNTO DE IMOVEIS NA RUA GAIVOTA E RUA NORMANDIA; RES. 16/12 - APT DO CONJUNTO DE CASAS A RUA NORMANDIA E ADJACENCIAS","","NORMANDIA 103, RUA","R NORMANDIA, 00103","Subprefeitura da Vila Mariana","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
