sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0080250036","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS (ART. 1º - TABELA II - ITEM 24); RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; A.E. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88 - SO CONDEPHAAT); A.E. DO PALACIO DOS CAMPOS ELISEOS","BAIRRO DOS CAMPOS ELÍSEOS","RIO BRANCO 1318, AVENIDA","AV RIO BRANCO, 01318","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080370007","TOMBADO","RES. 22/16 - TOMBAMENTO, PELO CONPRESP, DO CONJUNTO IMÓVEIS E LOGRADOUROS INTEGRANTES DA ANTIGA ZONA DE USO Z8-200 (ANEXO I - ITEM 45); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); ÁREA ENVOLTÓRIA DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT)","CONJUNTO IMÓVEIS E LOGRADOUROS INTEGRANTES DA ANTIGA ZONA DE USO Z8-200","DINO BUENO 95, 97, 99, 111, ALAMEDA C/ HELVETIA 112, RUA","R HELVETIA, 00112","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080390002","TOMBADO","RES. 15/04 - TOMBAMENTO, PELO CONPRESP, DE EDIFÍCIO À ALAMEDA CLEVELAND N° 374; ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (RES. 06/21, PELO CONPRESP, RES. SC 27/99, PELO CONDEPHAAT E PROC. 1407-T-97, SEI 01458.000088/2016-20, PELO IPHAN); ÁREA ENVOLTÓRIA, PELO CONDEPHAAT, DE IMÓVEIS LOCALIZADOS À ALAMEDA CLEVELAND N° 601 E 617 (RES. SC 46/02)","EDIFÍCIO À ALAMEDA CLEVELAND N° 374","CLEVELAND 374, ALAMEDA","AL CLEVELAND, 00374","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080370014","TOMBADO","RES. SC 20/13 - TOMBAMENTO, PELO CONDEPHAAT, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - ITEM II - SUBITEM T); RES. 03/18 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - TABELA II - ITEM 28); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); ÁREA ENVOLTÓRIA DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT); ÁREA ENVOLTÓRIA DOS IMÓVEIS NA ALAMEDA CLEVELAND (A.E. RES. SC. 46/02 - SÓ CONDEPHAAT)","CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS","CORAÇÃO DE JESUS 39, LARGO","LG CORACAO DE JESUS, 00039","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080190001","TOMBADO","RES. 11/03 - TEO, PELO CONPRESP, EDIF. AL. CLEVELAND 601/617; RES. 06/21 - TEO, PELO CONPRESP, DA ESTACAO JULIO PRESTES (A.E.); RES. SC 46/02 - TOMB., PELO CONDEPHAAT, EDIF. AL. CLEVELAND 601/617; A.E. DO PALACIO DOS CAMPOS ELISEOS (A.E. RES. SC S/N/77); A.E. DA ESTACAO JULIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT)","ALAMEDA CLEVELAND 601, 617","CLEVELAND 601, AL. C/ NOTHMANN 182, AL.","AL CLEVELAND, 00601","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080380024","TOMBADO","RES. 22/16 - TOMBAMENTO DO CONJUNTO DE IMÓVEIS E LOGRADOUROS INTEGRANTES DA Z8-200 (ANEXO I - ITEM 44); A.E. DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); A.E. DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT); A.E. DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); A.E. DOS IMÓVEIS À ALAMEDA CLEVELAND (A.E. RES. SC 46/02 - SÓ CONDEPHAAT); A.E. PROC. 1407-T-97 - 01458.000088/2016-20 - PELO IPHAN","","CORAÇÃO DE JESUS 50, LARGO","LG CORACAO DE JESUS, 00050","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080030029","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 8); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","EDUARDO PRADO 667, AL. C/ ADOLFO GORDO S/N, R.","AL EDUARDO PRADO, 00667","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080240017","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS (ART. 1º - TABELA I - ITEM 5); RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; RES. 28/15 - R.A.E. DO PALACIO DOS CAMPOS ELISEOS; A.E. DA RES. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88)","BAIRRO DOS CAMPOS ELÍSEOS","GUAIANASES 1112, RUA C/ NOTHMANN 495, ALAMEDA","R GUAIANASES, 01112","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0070080001","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ANEXO I - ITEM 4); RES. 04/06 - APT E R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91) - LISTADO COMO A.E. C/ RESTRICAO DE GABARITO","","JULIO MARCONDES SALGADO 212, 234, R. GENERAL","R GAL JULIO MARCONDES SALGADO, 00234","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080030044","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 9); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","VITORINO CARMILO 422, RUA","R VITORINO CARMILO, 00422","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080250040","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS (ART. 1º - TABELA II - ITEM 25); RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; A.E. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88 - SO CONDEPHAAT); A.E. DO PALACIO DOS CAMPOS ELISEOS","BAIRRO DOS CAMPOS ELÍSEOS","RIO BRANCO 1260, AVENIDA","AV RIO BRANCO, 01260","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080250041","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS; RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; A.E. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88 - SO CONDEPHAAT); A.E. DO PALACIO DOS CAMPOS ELISEOS (A.E. RES. SC S/N/77 - SO CONDEP","BAIRRO DOS CAMPOS ELÍSEOS","RIO BRANCO 1210, AVENIDA C/ GLETE S/N, ALAMEDA","AV RIO BRANCO, 01210","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080160015","TOMBADO","RES. 03/18 - TOMB. DO BAIRRO DOS CAMPOS ELISEOS (Art. 1º - Tabela II - item 17); RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; A.E. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88 - SO CONDEPHAAT)","BAIRRO DOS CAMPOS ELISEOS","GUAIANASES 1128, RUA C/ NOTHMANN 526, ALAMEDA","R GUAIANASES, 01128","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080370005","TOMBADO","RES. 22/16 - TOMBAMENTO, PELO CONPRESP, DO CONJUNTO IMÓVEIS E LOGRADOUROS INTEGRANTES DA ANTIGA ZONA DE USO Z8-200 (ANEXO I - ITEM 69); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); ÁREA ENVOLTÓRIA DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT)","CONJUNTO IMÓVEIS E LOGRADOUROS INTEGRANTES DA ANTIGA ZONA DE USO Z8-200","HELVECIA 122, RUA","R HELVETIA, 00122","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080370011","TOMBADO","RES. SC 20/13 - TOMBAMENTO, PELO CONDEPHAAT, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - ITEM II - SUBITEM T); RES. 03/18 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - TABELA II - ITEM 28); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); ÁREA ENVOLTÓRIA DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT); ÁREA ENVOLTÓRIA DOS IMÓVEIS NA ALAMEDA CLEVELAND (A.E. RES. SC. 46/02 - SÓ CONDEPHAAT)","CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS","CORAÇÃO DE JESUS 21, LARGO","LG CORACAO DE JESUS, 99999","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080370012","TOMBADO","RES. SC 20/13 - TOMBAMENTO, PELO CONDEPHAAT, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - ITEM II - SUBITEM T); RES. 03/18 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DE CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS (ART. 1º - TABELA II - ITEM 28); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. 06/21 - CONPRESP); ÁREA ENVOLTÓRIA DO PALÁCIO DOS CAMPOS ELÍSEOS (A.E. RES. SC S/N/77 - SÓ CONDEPHAAT); ÁREA ENVOLTÓRIA DA ESTAÇÃO JÚLIO PRESTES (A.E. RES. SC 27/99 - CONDEPHAAT); ÁREA ENVOLTÓRIA DOS IMÓVEIS NA ALAMEDA CLEVELAND (A.E. RES. SC. 46/02 - SÓ CONDEPHAAT)","CONJUNTO DE IMÓVEIS NO BAIRRO DOS CAMPOS ELÍSEOS","CORAÇÃO DE JESUS 23, LARGO","LG CORACAO DE JESUS, 00023","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080120031","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 11); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","RIBEIRO DA SILVA 825, ALAMEDA","AL RIBEIRO DA SILVA, 00825","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500020","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ITEM 36); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","LOPES DE OLIVEIRA 695, 699, RUA","R LOPES DE OLIVEIRA, 00695","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200660049","TOMBADO","RES. 12/18 - TOMBAMENTO DE EDIFICIOS ART DECO E MODERNOS EDIFICIOS NAS IMEDIACOES DA PRACA MARECHAL DEODORO; RES. 05/11 - APT DOS EDIFICIOS DAS IMEDIACOES DA PRACA MARECHAL DEODORO; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - A.E. SO CONDEPHAAT)","EDIFICIO TUPA","DEODORO 171, 179, 187, 191, PR.ACA MARECHAL C/ VICENTE DE PAULA S/N, RUA SAO","PC MAL DEODORO, 00171","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200290001","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS; RES. 08/18 - IMOVEL TOMBADO NA R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ITEM 24); RES. SC 20/13 - TOMB.DDO BAIRRO DOS CAMPOS ELISEOS, LISTADO COMO NP 1; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAA)","BAIRRO DOS CAMPOS ELISEOS","LIMEIRA 1379, AL. BARAO DE C/ CHACARA DO CARVALHO S/N, R. C/ MARTINHO S/N, R. SAO","AL DE BR LIMEIRA, 01379","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200510021","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 41); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","ALBUQUERQUE LINS 263, RUA DOUTOR C/ GALVAO S/N, RUA BRIGADEIRO","R DR ALBUQUERQUE LINS, 00263","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200520006","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ITEM 42); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","DEODORO 198, 202, PR. MARECHAL","PC MAL DEODORO, 00198","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200510022","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 41); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","GALVAO 162, RUA BRIGADEIRO","R BRIG GALVAO, 00182","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500060","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 39); RES. 05/11 - APT 18 IMOVEIS NAS IMEDIACOES DA PRACA MARECHAL DEODORO; RES. 04/06 - R.A.E. DA MANCHA URBANA DA A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","DEODORO 390, 394, PRACA MARECHAL","PC MAL DEODORO, 00390","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080240019","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS (ART. 1º - TABELA I - ITEM 23); RES. 03/1RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; RES. 28/15 - R.A.E. DO PALACIO DOS CAMPOS ELISEOS; A.E. DA FAMILIA DINO BUENO (A.E. RES. SC 15/88","BAIRRO DOS CAMPOS ELÍSEOS","GUAIANASES 1050, RUA C/ NOTHMANN 567, ALAMEDA","R GUAIANASES, 01050","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200630012","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 01/06 - TOMBAMENTO, PELO CONPRESP, DE CONJUNTO DE EDIFICACOES NA RUA DOUTOR GABRIEL DOS SANTOS; RES. 03/05 - APT, PELO CONPRESP, DE CONJUNTO DE EDIFICACOES NA RUA DOUTOR GABRIEL DOS SANTOS","CONJUNTO DE EDIFICACOES NA RUA GABRIEL DOS SANTOS","GABRIEL DOS SANTOS 91, RUA DOUTOR","R DR GABRIEL DOS SANTOS, 00091","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080020004","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ANEXO I - ITEM 6); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","VITORINO CARMILO 407, RUA C/ RIBEIRO DA SILVA S/N, ALAMEDA","R VITORINO CARMILO, 00407","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080450000","SEM_DADO","","","","","","",""
"0200410000","SEM_DADO","","","","","","",""
"0200280023","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 19); RES. 26/16 - APT ONZE IMOVEIS NA A.E. DO TEATRO SAO PEDRO; RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - LISTADO COMO A.E.)","","LIMEIRA 1525, AL. BARAO DE","AL DE BR LIMEIRA, 01525","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500059","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 38); RES. 05/11 - APT 18 IMOVEIS NAS IMEDIACOES DA PRACA MARECHAL DEODORO; RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO - COM RESTRICAO DE GABARITO; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","EDIFICIO NOSSA SENHORA APARECIDA","DEODORO 386, 388, PRACA MARECHAL","PC MAL DEODORO, 00386","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200520007","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ITEM 42); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","DEODORO 208, 212, PR. MARECHAL","PC MAL DEODORO, 00208","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500019","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ITEM 35); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","LOPES DE OLIVEIRA 703, RUA C/ DEODORO 432, 434, 438, PRACA MARECHAL","PC MAL DEODORO, 00432","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500021","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ITEM 36); RES. 04/06 - R.A.E. DA MANCHA URBANA DO TEATRO SAO PEDRO (TEO RES. 05/91); A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","LOPES DE OLIVEIRA 687, 691, RUA","R LOPES DE OLIVEIRA, 00687","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200640041","TOMBADO","RES. 12/18 - TOMBAMENTO DE EDIFICIOS ART DECO E MODERNOS EDIFICIOS NAS IMEDIACOES DA PRACA MARECHAL DEODORO (ANEXO I - ITEM 2); RES. 05/11 - APT DOS EDIFICIOS DAS IMEDIACOES DA PRACA MARECHAL DEODORO","EDIFICIO MARIA TERESA","BARROS 650, ALAMEDA","AL BARROS, 00650","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200500013","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - ART. 1º - ANEXO I - ITEM 33); RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO - LISTADO COMO A.E.; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","DEODORO 320, 324, 328, PRACA MARECHAL","PC MAL DEODORO, 00320","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200280027","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 23); RES. 26/16 - APT ONZE IMOVEIS NA A.E. DO TEATRO SAO PEDRO; RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - LISTADO COMO A.E.)","","LOPES DE OLIVEIRA 79, R.","R LOPES DE OLIVEIRA, 00079","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200350045","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO25); RES. 26/16 - APT ONZE IMOVEIS NA A.E. DO TEATRO SAO PEDRO; RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - CONDEPHAAT)","","VITORINO CARMILO 690, R.","R VITORINO CARMILO, 00690","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200280025","TOMBADO","RES. RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 21); RES. 26/16 - APT ONZE IMOVEIS NA A.E. DO TEATRO SAO PEDRO; RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO (TEO RES. 05/91 - LISTADO COMO A.E.)","","LOPES DE OLIVEIRA 69, RUA","R LOPES DE OLIVEIRA, 00069","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200170311","TOMBADO","RES. 03/18 - TEO DO BAIRRO DOS CAMPOS ELISEOS (ART. 1º - TABELA II - ITEM 32); RES. SC 20/13 - TOMB., PELO CONDEPHAAT, DO BAIRRO DOS CAMPOS ELISEOS; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84 - SO CONDEPHAAT)","BAIRRO DOS CAMPOS ELISEOS","NEBIAS 1699, R. CONSELHEIRO","R CONS NEBIAS, 01669","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200630019","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 01/06 - TOMBAMENTO, PELO CONPRESP, DE CONJUNTO DE EDIFICACOES NA RUA DOUTOR GABRIEL DOS SANTOS; RES. 03/05 - APT, PELO CONPRESP, DE CONJUNTO DE EDIFICACOES NA RUA DOUTOR GABRIEL DOS SANTOS","CONJUNTO DE EDIFICACOES NA RUA GABRIEL DOS SANTOS","GABRIEL DOS SANTOS 167, RUA DOUTOR","R DR GABRIEL DOS SANTOS, 00167","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0200350050","TOMBADO","RES. 08/18 - TOMB. CONJUNTO EDIFICACOES E R.A.E. DO TEATRO SAO PEDRO (ART. 1º - ANEXO I - ITEM 30); RES. 26/16 - APT IMOVEIS NA A.E. DO TEATRO SAO PEDRO; RES. 04/06 - APT E R.A.E. DO TEATRO SAO PEDRO; A.E. DO TEATRO SAO PEDRO (A.E. RES. SC 19/84)","","VITORINO CARMILO 650, R.","R VITORINO CARMILO, 00650","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0080020444","TOMBADO","RES. SC 96/12 - TOMBAMENTO, PELO CONDEPHAAT, DO PARQUE (OU VILA) RESIDENCIAL SABOYA (OU SAVOIA); RES. 04/17 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DO PARQUE (OU VILA) RESIDENCIAL SABOYA (OU SAVOIA); RES. 08/18 - TOMBAMENTO, PELO CONPRESP, DE CONJUNTO DE EDIFICAÇÕES NA BARRA FUNDA E R.A.E DO SÃO PEDRO (ANEXO I - ITEM 7); A.E. DO TEATRO SÃO PEDRO (A.E. RES. SC 19/84 - SÓ CONDEPHAAT).","PARQUE (OU VILA) RESIDENCIAL SABOYA (OU SAVOIA)","VITORINO CARMILO 453 A 473, RUA","R VITORINO CARMILO, 00453","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
