sql,endereco,distrito,zona,tipo_zepec,esfera,nome_bem,area_terreno_m2,pcpt_m2,saldo_vendavel_m2,parcelas_anuais,valor_ref_art128_brl,valor_bruto_brl,valor_teto_art128_brl,base_vencedora_art128,estado_venda,ja_transferido_m2,n_transferencias,data_declaracao,data_certidao,data_referencia,renovacao_70pct_10anos_art129,renovacao_100pct_15anos_art129,conservacao_art129,negociavel,indicio_processo,proprietario,fonte
0380980147,"Rua Dona Inácia Uchôa, 106",Vila Mariana,ZEU,tombado,municipal,Igreja de Santa Rita de Cássia / Imóveis do Eixo Domingos de Morais-vila Mariana,774,774.00,774.00,,1121839.47,4487357.88,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420080149,"Rua Mairinque, 256",Vila Mariana,ZEU,tombado,municipal,Capela da Colônia Francesa / Jerônimo Bonilha Esteves / Israel Sancovski / 1963 / Liceu Pasteur / Liceu Franco Brasileiro de São Paulo / Proj. Ramos de Azevedo / Eixo Domingos de Morais - Vila Mari,15327,7663.50,7663.50,,11305386.79,45221547.15,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420250019,"Rua Berta, 118",Vila Mariana,ZEU,tombado,municipal,Residências à Rua Berta / Projeto Gregori Warchavchik,170,204.00,204.00,,382012.44,1528049.76,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420250020,"Rua Berta, 108",Vila Mariana,ZEU,tombado,municipal,Residências à Rua Berta / Projeto Gregori Warchavchik,177,212.40,212.40,,397742.37,1590969.46,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420250018,"Rua Berta, 120",Vila Mariana,ZEU,tombado,municipal,Residências à Rua Berta / Projeto Gregori Warchavchik,181,217.20,217.20,,406730.89,1626923.57,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0380700040,"Rua Domingos de Morais, 775",Vila Mariana,ZEU,tombado,municipal,Casarões Domingos de Morais / Imóveis do Eixo Domingos de Morais-vila Mariana,493,591.60,591.60,,941109.89,3764439.54,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0360020008,"Avenida Paulista, 393",Vila Mariana,,tombado,municipal,Instituto Pasteur,3036,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420250021,"Rua Berta, 106",Vila Mariana,ZEU,tombado,municipal,Residências à Rua Berta / Projeto Gregori Warchavchik,178,213.60,213.60,,399989.50,1599957.98,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420250022,"Rua Berta, 96",Vila Mariana,ZEU,tombado,municipal,Residências à Rua Berta / Projeto Gregori Warchavchik,176,211.20,211.20,,395495.23,1581980.93,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420290021,"Rua Santa Cruz, 325",Vila Mariana,ZEPAM,tombado,municipal+estadual+federal,Casa Modernista / Residência Gregori Warchavchik / Área da Antiga Chácara Klabin,12232,611.60,611.60,,573894.86,2295579.44,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0360450175,"Rua Tutóia, 921",Vila Mariana,,tombado,municipal+estadual,Edifício Doi-codi-ii Exército / Conjunto das Antigas Instalações da Oban e Doi-codi,4197,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0380700039,"Rua Domingos de Morais, 787",Vila Mariana,ZEU,tombado,municipal,Casarões Domingos de Morais / Imóveis do Eixo Domingos de Morais-vila Mariana,437,524.40,524.40,,834208.97,3336835.86,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0380980000,"Rua Dona Inácia Uchôa, 200, 208, 165",Vila Mariana,ZEU,tombado,municipal,Mosteiro da Visitação de Nossa Senhora / Imóveis do Eixo Domingos de Morais-vila Mariana,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0380700038,"Rua Domingos de Morais, 799",Vila Mariana,ZEU,tombado,municipal,Casarões Domingos de Morais / Imóveis do Eixo Domingos de Morais-vila Mariana,503,503.00,503.00,,800166.11,3200664.45,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420770021,"Rua Domingos de Morais, 2565",Vila Mariana,ZEU,tombado,municipal,Colégio Marista Arquidiocesano / Eixo Domingos de Morais - Vila Mariana,25460,5092.00,5092.00,,10096506.71,40386026.84,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0380920001,"Rua Vergueiro, 2713",Vila Mariana,,tombado,municipal,Reservatório de Água da Vila Mariana / Imóveis do Eixo Domingos de Morais-vila Mariana,4885,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0420530003,"Rua Domingos de Morais, 2267",Vila Mariana,,tombado,municipal,Casarões Domingos de Morais / Eixo Domingos de Morais - Vila Mariana,743,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340049,"Rua Benito Juarez, 122",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,148,177.60,177.60,,229229.21,916916.83,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370350017,"Rua Doutor Fabrício Vampré, 302",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,376,451.20,451.20,,629393.55,2517574.18,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360647,"Rua Coronel Artur Godoi, 31",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340019,"Rua Coronel Artur Godoi, 170",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,336,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360114,"Rua Doutor Fabrício Vampré, 59",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,336,403.20,403.20,,768113.14,3072452.54,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340054,"Rua Benito Juarez, 154",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,175,210.00,210.00,,271048.05,1084192.20,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260020,"Rua Benito Juarez, 145",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,180,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340018,"Rua Coronel Artur Godoi, 164",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,225,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360084,"Rua Coronel Artur Godoi, 79",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,140,168.00,168.00,,320047.14,1280188.56,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260024,"Rua Benito Juarez, 121",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,147,176.40,176.40,,255230.96,1020923.82,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260022,"Rua Benito Juarez, 131",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,120,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260021,"Rua Benito Juarez, 139",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,162,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360061,"Rua Coronel Artur Godoi, 241",Vila Mariana,ZM,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,720,720.00,720.00,,1371630.60,5486522.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340007,"Rua Coronel Artur Godoi, 72",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,320,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360087,"Rua Coronel Artur Godoi, 51",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,380,456.00,456.00,,868699.38,3474797.52,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360088,"Rua Coronel Artur Godoi, 45",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,287,344.40,344.40,,656096.64,2624386.55,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360144,"Rua Coronel Artur Godoi, 31, 5",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,59,70.80,70.80,,134877.01,539508.04,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340056,"Rua Benito Juarez, 162",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,171,205.20,205.20,,264852.67,1059410.66,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370350022,"Rua Doutor Fabrício Vampré, 38",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,318,381.60,381.60,,532306.24,2129224.97,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360090,"Rua Coronel Artur Godoi, 31, 12",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,66,79.20,79.20,,150879.37,603517.46,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340036,"Rua Benito Juarez, 52",Vila Mariana,ZM,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,100,120.00,120.00,,154884.60,619538.40,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340060,"Rua Doutor Fabrício Vampré, 277",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,275,330.00,330.00,,425932.65,1703730.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260032,"Rua Benito Juarez, 61",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,220,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370260033,"Rua Benito Juarez, 51",Vila Mariana,ZM,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,106,127.20,127.20,,184044.09,736176.36,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360100,"Rua Doutor Fabrício Vampré, 257",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,308,369.60,369.60,,704103.71,2816414.83,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360091,"Rua Coronel Artur Godoi, 31, 10",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,66,79.20,79.20,,150879.37,603517.46,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360080,"Rua Coronel Artur Godoi, 141",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,81,97.20,97.20,,185170.13,740680.52,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340039,"Rua Benito Juarez, 68",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,165,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360105,"Rua Doutor Fabrício Vampré, 201",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,682,682.00,682.00,,1299238.99,5196955.94,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340055,"Rua Benito Juarez, 156",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,166,199.20,199.20,,257108.44,1028433.74,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370350004,"Rua Doutor Fabrício Vampré, 116, 118",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,527,527.00,527.00,,735129.43,2940517.71,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370350003,"Rua Doutor Fabrício Vampré, 102",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,626,626.00,626.00,,873227.75,3492910.98,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360145,"Rua Coronel Artur Godoi, 31, 7",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,80,96.00,96.00,,182884.08,731536.32,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370360083,"Rua Coronel Artur Godoi, 83",Vila Mariana,ZEU,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,400,480.00,480.00,,914420.40,3657681.60,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340000,"Rua Coronel Artur Godoi, 114, 116",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0370340020,"Rua Coronel Artur Godoi, 182",Vila Mariana,,tombado,municipal,Chácara das Jabuticabeiras / Aue - Área de Urbanização Especial,207,,,,,,,,SO_ELEGIVEL,,,,,,,,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
