bp_nome,bp_setor,bp_quadra,bp_lote,bp_cond,bp_compres,bp_condeph,bp_iphan,bp_enderec,bp_link,bp_uso,bp_loteobs,bp_zepec,bp_tombant,bp_dia_mun,bp_ano_mun,bp_dia_est,bp_ano_est,bp_dia_uni,bp_ano_uni,bp_tipo,bp_tpcateg,bp_categor,bp_status,bp_distrit,bp_subpref,bp_proconp,bp_procond,bp_proipha,bp_obscomp
NACIONAL ATLETICO CLUBE / ESTADIO NICOLAU ALAYON,197,034,0026,00,RES. 30/17,não consta,não consta,"AV MARQUES DE SAO VICENTE, 2477",https://www.prefeitura.sp.gov.br/cidade/upload/re3017tombamentoestadionicolaualayonpdf_1512068530.pdf,,,,,"29/11/2017, p. 14",2017,não consta,0,não consta,0,TA,,,TOMBADO,BARRA FUNDA,LA,2014-0.352.267-3 e 2015-0.243.300-8,não consta,não consta,
ANTIGO ASILO NA RUA TURIASSU,021,012,0069,00,RES. 05/09,não consta,não consta,"R TURIASSU, 966",https://www.prefeitura.sp.gov.br/cidade/upload/RE509TImoveisZEPECLapaPDF_1392728587.pdf,,,,,"16/09/2009, p. 8-10",2009,,0,,0,TA,,,TOMBADO,BARRA FUNDA,LA,2004-0.297.171-6; 2008-0.190.016-2,,não consta,
IGREJA DE SÃO GERALDO,020,053,0001,00,RES. 25/13,não consta,não consta,"LG PADRE PERICLES, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE2513TIgrejadaParoquiadeSaoGeraldodasPerdizesPDF_1392214640.pdf,RELIGIOSO,,,,"08/10/2013, p. 50",2013,não consta,0,não consta,0,TA,,,TOMBADO,BARRA FUNDA,LA,1989‐0.002.614‐3,não consta,não consta,
EDIFICIO DO INSTITUTO ROGACIONISTA,197,033,0070,00,RES. 05/09,não consta,não consta,"AV STA MARINA, 518",https://www.prefeitura.sp.gov.br/cidade/upload/RE509TImoveisZEPECLapaPDF_1392728587.pdf,,,,,"16/09/2009, p. 8-10",2009,,0,,0,TA,,,TOMBADO,BARRA FUNDA,LA,2004-0.297.171-6; 2008-0.190.016-2,,não consta,
GALPÃO INDUSTRIAL A AV. SANTA MARINA,197,033,0113,00,RES. 05/09,não consta,não consta,"AV STA MARINA, 394",https://www.prefeitura.sp.gov.br/cidade/upload/RE509TImoveisZEPECLapaPDF_1392728587.pdf,,,,,"16/09/2009, p. 8-10",2009,,0,,0,TA,,,TOMBADO,BARRA FUNDA,LA,2004-0.297.171-6; 2008-0.190.016-2,,não consta,
VILA ANDREA RAUCCI,032,021,0217,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 19",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0212,00,RES. 30/16,não consta,não consta,"R CUIABA, 1068 CASA 16",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0199,00,RES. 30/16,não consta,não consta,"R CUIABA, 1080",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0214,00,RES. 30/16,não consta,não consta,"R CUIABA, 1068 CASA 20",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0201,00,RES. 30/16,não consta,não consta,"R CUIABA, 1076",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0220,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 33",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0208,00,RES. 30/16,não consta,não consta,"R CUIABA, 1068 CASA 8",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0197,00,RES. 30/16,não consta,não consta,"R CUIABA, 1088",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0216,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 17",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0195,00,RES. 30/16,não consta,não consta,"R CUIABA, 1092",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0224,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 47",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0219,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 27",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0222,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 41",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0225,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 49",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0218,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 25",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0223,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 43",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0226,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 55",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0221,00,RES. 30/16,não consta,não consta,"R VALENTIM MAGALHAES, 35",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0210,00,RES. 30/16,não consta,não consta,"R CUIABA, 1068 CASA 12",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0203,00,RES. 30/16,não consta,não consta,"R CUIABA, 1066",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
VILA ANDREA RAUCCI,032,021,0205,00,RES. 30/16,não consta,não consta,"R CUIABA, 1068 CASA 2",https://www.prefeitura.sp.gov.br/cidade/upload/Re3016TombamentoVilaAndreaRaucciPDF_1482495670.pdf,VILA,,,,"20/12/2016, pp. 67 e 68",2016,não consta,0,não consta,0,TA,,,TOMBADO,ÁGUA RASA,MO,2012-0.357.308-8,não consta,não consta,
BAIRRO DA BELA VISTA,009,017,0802,00,RES. 22/02,não consta,não consta,"R ROCHA, 370, 372",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,0013 (c),ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,022,0145,00,RES. 22/02,não consta,não consta,"R FORTALEZA, 282, 288",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-242,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,017,0041,00,RES. 22/02,não consta,não consta,"TV MANOEL JOSÉ DE MAGALHÃES, 48 C/ R SÍLVIA, 155 - CASA 2",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA / FUNDAÇÃO INSTITUTO DE FÍSICA TEÓRICA,009,016,0017,00,RES. 22/02,não consta,não consta,"R PAMPLONA, 145 C/ R SÍLVIA, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,IMÓVEL,,ZEPEC-241,P2,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,017,0040,00,RES. 22/02,não consta,não consta,"TV MANOEL JOSÉ DE MAGALHÃES, 42 C/ R SÍLVIA, 155 - CASA 1",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,017,0043,00,RES. 22/02,não consta,não consta,"TV MANOEL JOSÉ DE MAGALHÃES, 62 C/ R SÍLVIA, 155 - CASA 4",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,017,0042,00,RES. 22/02,não consta,não consta,"TV MANOEL JOSÉ DE MAGALHÃES, 52 C/ R SÍLVIA, 155 - CASA 3",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,025,0404,00,RES. 22/02,não consta,não consta,"R MARIA JOSÉ, 503 C/ AV BRIGADEIRO LUÍS ANTÔNIO, 1164",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-251,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
MASP,009,096,0003,00,RES. 05/91,RES. SC 48/1982,PROC. 1495-T-02,"AV PAULISTA, 1578",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,,,,,"10/04/1991, pág. 11",1991,"21/05/1982, p. 13",1982,"10/09/2004, Seção 1, p. 16 (homologação)",2008,TA,,,TOMBADO,BELA VISTA,SÉ,1991-0.005.014-8,21.768/81,1495-T-02 (01450.008433/2004-18),
BAIRRO DA BELA VISTA,009,070,0000,11,RES. 22/02,não consta,não consta,"R ARTHUR PRADO, 341",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,"0486 A 0537, 0002 (c)",ZEPEC-251,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,008,0348,00,RES. 22/02,não consta,não consta,"R MARIA JOSÉ, 79, 81, 87, 89, 95",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-251,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA / EDIFICIO ELIAS SAUMA,009,017,0000,16,RES. 22/02,não consta,não consta,"R SÍLVIA, 43",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,"0576 A 0578, 0579 (c), 0580 A 0587, 0776 A 0777",ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,033,001,0133,00,RES. 22/02,não consta,não consta,"AV CONDESSA DE SÃO JOAQUIM, 345 A 357 C/ AV BRIGADEIRO LUÍS ANTÔNIO, 849, 857",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,,"0037 A 0051 (c), 0055 A 0063 (c)",ZEPEC-251,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,023,0033,00,RES. 22/02,não consta,não consta,"R FORTALEZA, 180",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,"0278, 0033 (c)",ZEPEC-251,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,051,1589,00,RES. 22/02,não consta,não consta,"AL JOAQUIM EUGÊNIO DE LIMA, 155",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
BAIRRO DA BELA VISTA,009,051,1590,00,RES. 22/02,não consta,não consta,"AL JOAQUIM EUGÊNIO DE LIMA, 159",https://www.prefeitura.sp.gov.br/cidade/upload/Re2202TBairroBelaVistaPDF_1405029597.pdf,CONJUNTO,,ZEPEC-250,P3,"DOC de 14/12/2002, pág. 10 a 14",2002,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELA VISTA,SÉ,1990-0.004.514-2,,não consta,
FABRICA ORION,026,018,0001,00,RES. 06/16,não consta,não consta,"R JOAQUIM CARLOS, 71",https://www.prefeitura.sp.gov.br/cidade/upload/Re0616TombamentoZEPEC262004142004pdf_1503077534.pdf,,,,,"10/04/2019, pág. 9 a 10 (reti-ratificação); 18/08/2017, pág. 14 a 16",2016,não consta,0,não consta,0,TA,,,TOMBADO,BELÉM,MO,2004-0.297.171-6,não consta,não consta,
VILA E ANTIGA FÁBRICA MARIA ZÉLIA,196,031,0009,00,RES. 39/92,RES. SC 43/1992,não consta,"R ADÍLSON FARIAS CLARO, 126 C/ R LUÍS FRANCISCO DOS SANTOS, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE3992TVilaMariaZeliaeFabricaMariaZeliaPDF_1417022528.pdf,VILA,,ZEPEC-264,P2,"09/12/1992, pág. 37",1992,"19/12/1992, pág. 25",1992,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELÉM,MO,1979-0.000.661-3,"Proc. SC 24.268/85 - Livro do Tombo: inscrição nº 305, p. 77, 28/05/1983",não consta,
EE DR. ANTONIO DE QUEIROZ TELLES,031,034,0080,00,RES. 17/18,não consta,não consta,"R ITAQUERI, 372",https://www.prefeitura.sp.gov.br/cidade/upload/re1718tombamento10escolaspublicaspdf_1527529772.pdf,IMÓVEL,,ZEPEC-436,,"25/05/2018, p. 15-16",2018,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BELÉM,MO,2015-0.243.300-8,não consta,não consta,
IGREJA ARMENIA DO RITO ORIENTAL CATOLICO,018,064,0049,00,RES. 22/16,não consta,não consta,"AV TIRADENTES, 718 C/ R DOUTOR RODRIGO DE BARROS, 180",https://www.prefeitura.sp.gov.br/cidade/upload/Re2216TombamentoZ8200vePDF_1503426673.pdf,CONJUNTO URBANO,,ZEPEC-097,P3,"DOC de 17/08/2017, pág. 14 e 15",2017,,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BOM RETIRO,SÉ,1992-0.009.298-5,,não consta,
VILA ECONOMIZADORA,002,011,0048,00,RES. 05/91,RES. SC 36/1980,não consta,"R DR CLAUDIO DE SOUSA, 3",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,VILA,,ZEPEC-020,P2,"DOC de 10/04/1991, pág. 11",1991,"30/09/1980, p. 56",1980,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BOM RETIRO,SÉ,1991-0.005.014-8,20.213/77,não consta,
VILA ECONOMIZADORA,002,016,0000,01,RES. 05/91,RES. SC 36/1980,não consta,"R DA CANTAREIRA 864, 868, 874 C/ R DOUTOR CLÁUDIO DE SOUSA, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,VILA,,ZEPEC-020,P1,"DOC de 10/04/1991, pág. 11",1991,"30/09/1980, p. 56",1980,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BOM RETIRO,SÉ,1991-0.005.014-8,20.213/77,não consta,
VILA ECONOMIZADORA,002,016,0019,00,RES. 05/91,RES. SC 36/1980,não consta,"R MAUA, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,VILA,,ZEPEC-020,P2,"DOC de 10/04/1991, pág. 11",1991,"30/09/1980, p. 56",1980,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BOM RETIRO,SÉ,1991-0.005.014-8,20.213/77,não consta,
ANTIGAS INSTALACOES DA ESCOLA POLITECNICA,018,050,0271,00,RES. 28/16,RES. SC 186/2002,não consta,"R DOS BANDEIRANTES, 169",https://www.prefeitura.sp.gov.br/cidade/upload/Re2816TombamentoExofficioAntigasInstalacoesEscolaPolitecnicaPDF_1478533404.pdf,,,,,"02/11/2016, pág. 55",2016,"01/01/2003, pág. 11 e 13",2002,não consta,0,TA,,,TOMBADO,BOM RETIRO,SÉ,2015-0.035.785-1,"Proc. SC 39.843/00 - Livro do Tombo Histórico:  inscrição nº 336, pp. 86 e 87, 16/05/2003",não consta,
EDIFICIO NA RUA JOLI,025,037,0018,00,RES. 06/16,não consta,não consta,"R DOUTOR MANUEL VITORINO, 343 C/ R JOLI, 143 C/ R SAMPSON 142, 146",https://www.prefeitura.sp.gov.br/cidade/upload/Re0616TombamentoZEPEC262004142004pdf_1503077534.pdf,,,,T,"10/04/2019, pág. 9 a 10 (reti-ratificação); 18/08/2017, pág. 14 a 16",2016,não consta,0,não consta,0,TA,,,TOMBADO,BRÁS,MO,2004-0.297.171-6,não consta,não consta,
ANTIGO MOINHO MATARAZZO,002,040,0001,00,RES. 38/92,RES. SC 102/2018,não consta,"R MONSENHOR ANDRADE, 640 C/ R DO BUCOLISMO, 77 (ANTIGA R FLÓRIDA, 77) C/ EST DE FERRO",https://www.prefeitura.sp.gov.br/cidade/upload/RE3892TMoinhoMatarazzoeTecelagemMariangelaPDF_1417020260.pdf,IMÓVEL,,ZEPEC-260,P2,,1992,"10/11/2018, p. 58-59",2018,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BRÁS,MO,1990-0.003.700-0,27706/1990,não consta,
GARAGEM DE TROLEBUS DA CMTC / ANTIGA GARAGEM DE BONDES DA LIGHT,025,055,0043,00,RES. 01/14,RES. SC 02/2008,não consta,"AV CELSO GARCIA 142, 158 C/ R DOUTOR COSTA VALENTE 314, 326 C/ R DOUTOR JOAO ALVES DE LIMA 153",https://www.prefeitura.sp.gov.br/cidade/upload/Re0114TGaragemdeTrolebusdaCMTCPDF_1397659995.pdf,IMÓVEL,,ZEPEC-261,P1,"15/04/2014, pág. 60",2014,"30/01/2008, pág. 47",2008,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BRÁS,MO,1992-0.009.267-5,"Proc. SC 28.682/91 (antigo Guichê 337/91) - Livro do Tombo Histórico, Inscrição nº , p.___________",não consta,
ARMAZENS GERAIS E DEPOSITO DO PATIO DO PARI,002,017,0080,00,RES. 06/16,não consta,não consta,"LG DO PARI, 1",https://www.prefeitura.sp.gov.br/cidade/upload/Re0616TombamentoZEPEC262004142004pdf_1503077534.pdf,,,,,"10/04/2019, pág. 9 a 10 (reti-ratificação); 18/08/2017, pág. 14 a 16",2016,não consta,0,não consta,0,TA,,,TOMBADO,BRÁS,MO,2004-0.297.171-6,não consta,não consta,
CASA DO SERTANISTA,101,019,0001,00,RES. 05/91,RES. SC 22/1983,não consta,"PC DOUTOR ÊNNIO BARBATO, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,IMÓVEL,,ZEPEC-126,,"10/04/1991, pág. 11",1991,"15/09/1981, pág. 14",1983,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BUTANTÃ,BT,1991-0.005.014-8,não consta,não consta,
CASA DO BANDEIRANTE,200,005,0001,00,RES. 05/91,RES. SC 02/1983,não consta,"PC MONTEIRO LOBATO, S/N C/ AV VALENTIM GENTIL, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE0591TombamentoExofficioTEOPDF_1417102444.pdf,IMÓVEL,,ZEPEC-127,P1,"10/04/1991, pág. 11",1991,"25/01/1983, pág. 29",1983,não consta,0,TA,APP,Áreas de Proteção Paisagística,TOMBADO,BUTANTÃ,BT,1991-0.005.014-8,"Proc. SC 22.262/82 - Livro do Tombo Histórico:  inscrição nº 207, p. 56, 01/02/1983",não consta,
RESIDÊNCIA BORIS FAUSTO / SÉRGIO FERRO / 1961,200,028,0018,00,RES. 04/12,não consta,não consta,"R GASPAR MOREIRA, 309 C/ R MOURA BRASIL, S/N",https://www.prefeitura.sp.gov.br/cidade/upload/RE0412TombamentoCasaBorisFaustoPDF_1392235299.pdf,IMÓVEL,,ZEPEC-272,P2,"12/04/2012, pág. 46",2012,não consta,0,não consta,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,BUTANTÃ,BT,2010-0.271.055-0,não consta,não consta,
RESIDÊNCIA CHIYO HAMA / PROJETO DE RUY OHTAKE / RESIDÊNCIAS PROJETADAS PELO ARQUITETO RUY OHTAKE E COLABORADORES,086,286,0017,00,RES. 30/13,não consta,não consta,"R DOS EMBOABAS, 628",https://www.prefeitura.sp.gov.br/cidade/upload/RE3013TombamentoConjuntoderesidenciasprojetadaspeloarquitetoRuyOhtake_1392224103.pdf,IMÓVEL,,ZEPEC-323,P2,"08/02/2014, pág. 48",2013,não consta,0,,0,TA,BIR,Bens Imóveis Representativos,TOMBADO,CAMPO BELO,SA,2012-0.344.080-0,não consta,não consta,
